Country,City,City_ID_1996,S_1996_2007,S_2007_2015,S_2015_2020,Boundary
Malaysia,Kuching,330,Displacing,Stabilizing,Lost,
Malaysia,Kuching,331,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,332,Shattering,Stabilizing,Clearing,YES
Malaysia,Kuching,332,Shattering,Clearing,Displacing,YES
Malaysia,Kuching,332,Shattering,Displacing,Displacing,YES
Malaysia,Kuching,332,Shattering,Stabilizing,Displacing,YES
Malaysia,Kuching,332,Shattering,Displacing,Expanding,YES
Malaysia,Kuching,332,Shattering,Stabilizing,Expanding,YES
Malaysia,Kuching,332,Shattering,Stabilizing,Expanding,YES
Malaysia,Kuching,332,Shattering,Stabilizing,Expanding,YES
Malaysia,Kuching,332,Shattering,Stabilizing,Expanding,YES
Malaysia,Kuching,332,Shattering,Stabilizing,Expanding,YES
Malaysia,Kuching,332,Clearing,Clearing,Shattering,YES
Malaysia,Kuching,332,Shattering,Expanding,Shattering,YES
Malaysia,Kuching,332,Shattering,Expanding,Shattering,YES
Malaysia,Kuching,332,Shattering,Stabilizing,Shattering,YES
Malaysia,Kuching,332,Shattering,Lost,Lost,YES
Malaysia,Kuching,334,Displacing,Nibbling,Clearing,
Malaysia,Kuching,335,Displacing,Expanding,Expanding,
Malaysia,Kuching,338,Clearing,Stabilizing,Lost,
Malaysia,Kuching,339,Shattering,Expanding,Displacing,
Malaysia,Kuching,339,Shattering,Nibbling,Shattering,
Malaysia,Kuching,340,Nibbling,Expanding,Expanding,
Malaysia,Kuching,342,Clearing,Stabilizing,Displacing,
Malaysia,Kuching,342,Expanding,Clearing,Shattering,
Malaysia,Kuching,343,Shattering,Stabilizing,Displacing,
Malaysia,Kuching,343,Shattering,Stabilizing,Expanding,
Malaysia,Kuching,343,Clearing,Shattering,Nibbling,
Malaysia,Kuching,344,Nibbling,Stabilizing,Nibbling,
Malaysia,Kuching,345,Displacing,Stabilizing,Shattering,
Malaysia,Kuching,346,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,351,Clearing,Stabilizing,Clearing,
Malaysia,Kuching,352,Expanding,Clearing,Clearing,
Malaysia,Kuching,354,Nibbling,Nibbling,Nibbling,
Malaysia,Kuching,354,Shattering,Stabilizing,Lost,
Malaysia,Kuching,355,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,356,Displacing,Lost,Lost,
Malaysia,Kuching,359,Expanding,Displacing,Expanding,
Malaysia,Kuching,362,Expanding,Displacing,Expanding,
Malaysia,Kuching,363,Clearing,Stabilizing,Expanding,
Malaysia,Kuching,364,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,366,Shattering,Shattering,Displacing,
Malaysia,Kuching,366,Shattering,Nibbling,Expanding,
Malaysia,Kuching,377,Displacing,Shattering,Lost,
Malaysia,Kuching,378,Expanding,Displacing,Shattering,
Malaysia,Kuching,379,Expanding,Displacing,Shattering,
Malaysia,Kuching,380,Expanding,Stabilizing,Displacing,
Malaysia,Kuching,381,Shattering,Shattering,Clearing,
Malaysia,Kuching,382,Displacing,Displacing,Clearing,
Malaysia,Kuching,383,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,384,Nibbling,Nibbling,Nibbling,
Malaysia,Kuching,385,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,386,Expanding,Clearing,Shattering,
Malaysia,Kuching,387,Displacing,Stabilizing,Clearing,
Malaysia,Kuching,387,Displacing,Stabilizing,Expanding,
Malaysia,Kuching,391,Expanding,Stabilizing,Shattering,
Malaysia,Kuching,392,Clearing,Stabilizing,Clearing,
Malaysia,Kuching,392,Expanding,Stabilizing,Shattering,
Malaysia,Kuching,393,Expanding,Stabilizing,Displacing,
Malaysia,Kuching,394,Displacing,Stabilizing,Lost,
Malaysia,Kuching,395,Expanding,Stabilizing,Shattering,
Malaysia,Kuching,397,Nibbling,Clearing,Clearing,
Malaysia,Kuching,397,Shattering,Expanding,Clearing,
Malaysia,Kuching,397,Shattering,Stabilizing,Displacing,
Malaysia,Kuching,397,Shattering,Stabilizing,Expanding,
Malaysia,Kuching,397,Shattering,Stabilizing,Expanding,
Malaysia,Kuching,397,Shattering,Stabilizing,Expanding,
Malaysia,Kuching,398,Displacing,Stabilizing,Expanding,
Malaysia,Kuching,399,Clearing,Stabilizing,Expanding,
Malaysia,Kuching,399,Shattering,Stabilizing,Shattering,
Malaysia,Kuching,400,Expanding,Stabilizing,Clearing,
Malaysia,Kuching,401,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,402,Shattering,Lost,Lost,
Malaysia,Kuching,402,Shattering,Lost,Lost,
Malaysia,Kuching,403,Nibbling,Lost,Lost,
Malaysia,Kuching,405,Expanding,Stabilizing,Displacing,
Malaysia,Kuching,408,Displacing,Displacing,Lost,
Malaysia,Kuching,409,Displacing,Stabilizing,Expanding,
Malaysia,Kuching,410,Displacing,Stabilizing,Clearing,
Malaysia,Kuching,411,Clearing,Stabilizing,Expanding,
Malaysia,Kuching,412,Clearing,Stabilizing,Displacing,
Malaysia,Kuching,413,Clearing,Stabilizing,Displacing,
Malaysia,Kuching,414,Expanding,Stabilizing,Clearing,
Malaysia,Kuching,415,Shattering,Lost,Lost,
Malaysia,Kuching,415,Shattering,Lost,Lost,
Malaysia,Kuching,416,Shattering,Displacing,Nibbling,
Malaysia,Kuching,416,Expanding,Nibbling,Nibbling,
Malaysia,Kuching,418,Expanding,Stabilizing,Nibbling,
Malaysia,Kuching,419,Shattering,Stabilizing,Expanding,
Malaysia,Kuching,419,Nibbling,Stabilizing,Nibbling,
Malaysia,Kuching,420,Expanding,Stabilizing,Displacing,
Malaysia,Kuching,421,Displacing,Displacing,Nibbling,
Malaysia,Kuching,422,Displacing,Stabilizing,Expanding,
Malaysia,Kuching,423,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,424,Expanding,Clearing,Shattering,
Malaysia,Kuching,425,Nibbling,Nibbling,Shattering,
Malaysia,Kuching,426,Expanding,Clearing,Expanding,
Malaysia,Kuching,427,Expanding,Clearing,Shattering,
Malaysia,Kuching,437,Displacing,Displacing,Nibbling,YES
Malaysia,Kuching,439,Expanding,Nibbling,Shattering,
Malaysia,Kuching,440,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,441,Shattering,Stabilizing,Clearing,
Malaysia,Kuching,441,Shattering,Stabilizing,Nibbling,
Malaysia,Kuching,442,Clearing,Stabilizing,Displacing,
Malaysia,Kuching,444,Expanding,Nibbling,Shattering,
Malaysia,Kuching,444,Shattering,Stabilizing,Lost,
Malaysia,Kuching,445,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,447,Expanding,Nibbling,Displacing,
Malaysia,Kuching,448,Shattering,Expanding,Expanding,YES
Malaysia,Kuching,448,Shattering,Stabilizing,Expanding,YES
Malaysia,Kuching,448,Clearing,Clearing,Shattering,YES
Malaysia,Kuching,450,Displacing,Stabilizing,Clearing,
Malaysia,Kuching,450,Expanding,Clearing,Shattering,
Malaysia,Kuching,451,Expanding,Clearing,Shattering,
Malaysia,Kuching,452,Expanding,Stabilizing,Clearing,
Malaysia,Kuching,453,Clearing,Displacing,Clearing,
Malaysia,Kuching,454,Displacing,Nibbling,Displacing,
Malaysia,Kuching,455,Clearing,Displacing,Expanding,
Malaysia,Kuching,457,Displacing,Lost,Lost,
Malaysia,Kuching,460,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,461,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,462,Expanding,Shattering,Expanding,
Malaysia,Kuching,463,Expanding,Clearing,Shattering,
Malaysia,Kuching,464,Nibbling,Nibbling,Expanding,
Malaysia,Kuching,464,Shattering,Stabilizing,Expanding,
Malaysia,Kuching,465,Expanding,Shattering,Expanding,
Malaysia,Kuching,466,Nibbling,Expanding,Nibbling,
Malaysia,Kuching,468,Displacing,Lost,Lost,
Malaysia,Kuching,469,Clearing,Shattering,Expanding,
Malaysia,Kuching,469,Shattering,Shattering,Lost,
Malaysia,Kuching,470,Clearing,Stabilizing,Expanding,
Malaysia,Kuching,471,Expanding,Shattering,Lost,
Malaysia,Kuching,472,Expanding,Lost,Lost,
Malaysia,Kuching,473,Expanding,Stabilizing,Displacing,
Malaysia,Kuching,475,Expanding,Shattering,Lost,
Malaysia,Kuching,476,Nibbling,Expanding,Expanding,YES
Malaysia,Kuching,477,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,478,Expanding,Stabilizing,Shattering,
Malaysia,Kuching,479,Displacing,Stabilizing,Expanding,
Malaysia,Kuching,480,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,481,Expanding,Stabilizing,Shattering,
Malaysia,Kuching,482,Expanding,Stabilizing,Nibbling,
Malaysia,Kuching,483,Expanding,Shattering,Expanding,
Malaysia,Kuching,484,Displacing,Displacing,Displacing,
Malaysia,Kuching,486,Displacing,Shattering,Lost,
Malaysia,Kuching,488,Displacing,Displacing,Clearing,
Malaysia,Kuching,488,Clearing,Stabilizing,Displacing,
Malaysia,Kuching,489,Expanding,Stabilizing,Clearing,
Malaysia,Kuching,490,Clearing,Clearing,Shattering,YES
Malaysia,Kuching,492,Expanding,Displacing,Expanding,
Malaysia,Kuching,493,Shattering,Displacing,Clearing,
Malaysia,Kuching,493,Shattering,Displacing,Displacing,
Malaysia,Kuching,493,Shattering,Shattering,Expanding,
Malaysia,Kuching,493,Shattering,Lost,Lost,
Malaysia,Kuching,495,Expanding,Clearing,Shattering,YES
Malaysia,Kuching,496,Expanding,Shattering,Expanding,
Malaysia,Kuching,497,Expanding,Nibbling,Expanding,
Malaysia,Kuching,499,Expanding,Lost,Lost,
Malaysia,Kuching,500,Displacing,Stabilizing,Lost,
Malaysia,Kuching,501,Displacing,Displacing,Clearing,
Malaysia,Kuching,502,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,503,Displacing,Stabilizing,Lost,
Malaysia,Kuching,507,Displacing,Stabilizing,Nibbling,
Malaysia,Kuching,508,Displacing,Stabilizing,Clearing,
Malaysia,Kuching,508,Expanding,Nibbling,Expanding,
Malaysia,Kuching,510,Clearing,Lost,Lost,
Malaysia,Kuching,511,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,512,Displacing,Stabilizing,Expanding,
Malaysia,Kuching,513,Expanding,Nibbling,Expanding,
Malaysia,Kuching,515,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,518,Displacing,Stabilizing,Lost,
Malaysia,Kuching,520,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,522,Displacing,Stabilizing,Clearing,
Malaysia,Kuching,525,Clearing,Stabilizing,Displacing,
Malaysia,Kuching,525,Clearing,Stabilizing,Expanding,
Malaysia,Kuching,526,Expanding,Stabilizing,Nibbling,
Malaysia,Kuching,527,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,529,Expanding,Stabilizing,Nibbling,
Malaysia,Kuching,531,Displacing,Stabilizing,Displacing,
Malaysia,Kuching,532,Displacing,Stabilizing,Expanding,
Malaysia,Kuching,533,Shattering,Clearing,Clearing,YES
Malaysia,Kuching,533,Shattering,Stabilizing,Clearing,YES
Malaysia,Kuching,533,Shattering,Shattering,Expanding,YES
Malaysia,Kuching,533,Shattering,Stabilizing,Nibbling,YES
Malaysia,Kuching,535,Displacing,Stabilizing,Nibbling,YES
Malaysia,Kuching,539,Displacing,Stabilizing,Lost,
Malaysia,Kuching,540,Expanding,Stabilizing,Displacing,
Malaysia,Kuching,541,Expanding,Nibbling,Shattering,
Malaysia,Kuching,542,Expanding,Displacing,Expanding,
Malaysia,Kuching,542,Displacing,Stabilizing,Expanding,
Malaysia,Kuching,543,Clearing,Nibbling,Expanding,
Malaysia,Kuching,544,Clearing,Stabilizing,Displacing,
Malaysia,Kuching,545,Expanding,Displacing,Expanding,
Malaysia,Kuching,546,Shattering,Clearing,Displacing,
Malaysia,Kuching,546,Shattering,Displacing,Displacing,
Malaysia,Kuching,546,Shattering,Nibbling,Displacing,
Malaysia,Kuching,546,Shattering,Clearing,Lost,
Malaysia,Kuching,546,Shattering,Clearing,Lost,
Malaysia,Kuching,546,Shattering,Lost,Lost,
Malaysia,Kuching,547,Expanding,Clearing,Shattering,
Malaysia,Kuching,548,Nibbling,Expanding,Nibbling,
Malaysia,Kuching,549,Expanding,Nibbling,Shattering,
Malaysia,Kuching,550,Expanding,Expanding,Nibbling,
Malaysia,Kuching,551,Shattering,Shattering,Clearing,
Malaysia,Kuching,551,Nibbling,Expanding,Nibbling,
Malaysia,Kuching,552,Clearing,Stabilizing,Clearing,
Malaysia,Kuching,552,Expanding,Expanding,Nibbling,
Malaysia,Kuching,553,Displacing,Stabilizing,Clearing,
Malaysia,Kuching,554,Expanding,Clearing,Shattering,
Malaysia,Kuching,555,Expanding,Clearing,Shattering,
Malaysia,Kuching,557,Clearing,Stabilizing,Displacing,
Malaysia,Kuching,558,Displacing,Stabilizing,Clearing,
Malaysia,Kuching,560,Shattering,Shattering,Clearing,
Malaysia,Kuching,560,Shattering,Expanding,Displacing,
Malaysia,Kuching,562,Expanding,Stabilizing,Displacing,
Malaysia,Kuching,563,Shattering,Displacing,Expanding,
Malaysia,Kuching,563,Shattering,Expanding,Expanding,
Malaysia,Kuching,563,Shattering,Stabilizing,Expanding,
Malaysia,Kuching,563,Shattering,Stabilizing,Expanding,
Malaysia,Kuching,563,Clearing,Clearing,Shattering,
Malaysia,Kuching,563,Shattering,Displacing,Lost,
Malaysia,Kuching,563,Shattering,Stabilizing,Lost,
Malaysia,Kuching,563,Shattering,Lost,Lost,
Malaysia,Kuching,565,Displacing,Stabilizing,Nibbling,
Malaysia,Kuching,566,Displacing,Stabilizing,Nibbling,
Malaysia,Kuching,567,Expanding,Clearing,Shattering,
Malaysia,Kuching,568,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,570,Shattering,Clearing,Displacing,
Malaysia,Kuching,570,Nibbling,Stabilizing,Displacing,
Malaysia,Kuching,570,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,571,Displacing,Stabilizing,Expanding,
Malaysia,Kuching,572,Expanding,Stabilizing,Shattering,
Malaysia,Kuching,573,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,574,Expanding,Stabilizing,Expanding,
Malaysia,Kuching,576,Displacing,Stabilizing,Expanding,
Malaysia,Sandakan,1,Displacing,Displacing,Stabilizing,YES
Malaysia,Sandakan,2,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,4,Shattering,Clearing,Stabilizing,
Malaysia,Sandakan,4,Shattering,Displacing,Stabilizing,
Malaysia,Sandakan,4,Shattering,Nibbling,Stabilizing,
Malaysia,Sandakan,5,Clearing,Lost,Lost,
Malaysia,Sandakan,6,Displacing,Expanding,Stabilizing,
Malaysia,Sandakan,7,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,8,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,9,Expanding,Shattering,Lost,YES
Malaysia,Sandakan,10,Expanding,Clearing,Stabilizing,
Malaysia,Sandakan,11,Shattering,Expanding,Stabilizing,
Malaysia,Sandakan,13,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,14,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,15,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,16,Displacing,Expanding,Lost,
Malaysia,Sandakan,17,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,18,Displacing,Shattering,Lost,
Malaysia,Sandakan,20,Expanding,Nibbling,Nibbling,
Malaysia,Sandakan,21,Clearing,Lost,Lost,
Malaysia,Sandakan,22,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,23,Nibbling,Expanding,Stabilizing,
Malaysia,Sandakan,24,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,25,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,26,Expanding,Displacing,Clearing,
Malaysia,Sandakan,28,Displacing,Lost,Lost,
Malaysia,Sandakan,29,Expanding,Displacing,Displacing,
Malaysia,Sandakan,31,Expanding,Displacing,Lost,
Malaysia,Sandakan,32,Expanding,Shattering,Lost,
Malaysia,Sandakan,33,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,34,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,35,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,36,Displacing,Expanding,Stabilizing,
Malaysia,Sandakan,37,Shattering,Shattering,Clearing,
Malaysia,Sandakan,37,Shattering,Expanding,Displacing,
Malaysia,Sandakan,37,Shattering,Expanding,Expanding,
Malaysia,Sandakan,37,Shattering,Nibbling,Nibbling,
Malaysia,Sandakan,37,Shattering,Displacing,Stabilizing,
Malaysia,Sandakan,37,Shattering,Lost,Lost,
Malaysia,Sandakan,37,Shattering,Lost,Lost,
Malaysia,Sandakan,37,Shattering,Lost,Lost,
Malaysia,Sandakan,38,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,39,Displacing,Displacing,Displacing,
Malaysia,Sandakan,41,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,42,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,43,Expanding,Nibbling,Nibbling,
Malaysia,Sandakan,44,Expanding,Lost,Lost,
Malaysia,Sandakan,45,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,46,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,47,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,48,Expanding,Clearing,Stabilizing,
Malaysia,Sandakan,49,Expanding,Expanding,Displacing,
Malaysia,Sandakan,50,Clearing,Displacing,Lost,
Malaysia,Sandakan,51,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,52,Expanding,Nibbling,Stabilizing,
Malaysia,Sandakan,53,Displacing,Expanding,Stabilizing,
Malaysia,Sandakan,55,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,56,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,57,Clearing,Shattering,Clearing,YES
Malaysia,Sandakan,57,Shattering,Displacing,Displacing,YES
Malaysia,Sandakan,57,Shattering,Clearing,Lost,YES
Malaysia,Sandakan,57,Shattering,Lost,Lost,YES
Malaysia,Sandakan,58,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,60,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,61,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,62,Expanding,Displacing,Nibbling,
Malaysia,Sandakan,63,Displacing,Displacing,Displacing,
Malaysia,Sandakan,64,Displacing,Clearing,Displacing,
Malaysia,Sandakan,65,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,66,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,67,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,68,Displacing,Lost,Lost,
Malaysia,Sandakan,69,Nibbling,Expanding,Nibbling,
Malaysia,Sandakan,70,Displacing,Expanding,Stabilizing,
Malaysia,Sandakan,71,Expanding,Clearing,Stabilizing,
Malaysia,Sandakan,72,Nibbling,Displacing,Stabilizing,
Malaysia,Sandakan,73,Displacing,Expanding,Stabilizing,
Malaysia,Sandakan,74,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,75,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,76,Nibbling,Expanding,Stabilizing,
Malaysia,Sandakan,77,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,78,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,79,Shattering,Clearing,Lost,
Malaysia,Sandakan,79,Shattering,Lost,Lost,
Malaysia,Sandakan,80,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,81,Clearing,Clearing,Nibbling,
Malaysia,Sandakan,82,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,83,Expanding,Lost,Lost,
Malaysia,Sandakan,84,Expanding,Clearing,Nibbling,
Malaysia,Sandakan,85,Nibbling,Displacing,Displacing,
Malaysia,Sandakan,87,Clearing,Clearing,Stabilizing,
Malaysia,Sandakan,90,Expanding,Shattering,Displacing,
Malaysia,Sandakan,91,Shattering,Lost,Lost,
Malaysia,Sandakan,92,Expanding,Clearing,Lost,
Malaysia,Sandakan,93,Shattering,Displacing,Expanding,
Malaysia,Sandakan,93,Clearing,Nibbling,Shattering,
Malaysia,Sandakan,94,Expanding,Expanding,Expanding,
Malaysia,Sandakan,95,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,96,Displacing,Displacing,Lost,
Malaysia,Sandakan,97,Nibbling,Nibbling,Clearing,
Malaysia,Sandakan,97,Shattering,Lost,Lost,
Malaysia,Sandakan,99,Expanding,Nibbling,Shattering,
Malaysia,Sandakan,99,Shattering,Displacing,Stabilizing,YES
Malaysia,Sandakan,100,Expanding,Shattering,Stabilizing,
Malaysia,Sandakan,102,Expanding,Shattering,Lost,
Malaysia,Sandakan,103,Displacing,Clearing,Clearing,
Malaysia,Sandakan,105,Expanding,Expanding,Nibbling,
Malaysia,Sandakan,107,Clearing,Displacing,Displacing,
Malaysia,Sandakan,108,Expanding,Clearing,Displacing,
Malaysia,Sandakan,109,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,110,Clearing,Clearing,Lost,
Malaysia,Sandakan,112,Clearing,Displacing,Clearing,
Malaysia,Sandakan,114,Clearing,Displacing,Stabilizing,
Malaysia,Sandakan,115,Shattering,Displacing,Displacing,
Malaysia,Sandakan,115,Shattering,Shattering,Lost,
Malaysia,Sandakan,116,Displacing,Clearing,Stabilizing,
Malaysia,Sandakan,117,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,118,Shattering,Displacing,Displacing,
Malaysia,Sandakan,118,Shattering,Displacing,Shattering,
Malaysia,Sandakan,119,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,120,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,121,Displacing,Clearing,Displacing,
Malaysia,Sandakan,123,Clearing,Displacing,Stabilizing,
Malaysia,Sandakan,125,Clearing,Displacing,Clearing,
Malaysia,Sandakan,126,Displacing,Expanding,Stabilizing,
Malaysia,Sandakan,126,Clearing,Lost,Lost,
Malaysia,Sandakan,127,Nibbling,Nibbling,Nibbling,
Malaysia,Sandakan,128,Clearing,Displacing,Displacing,
Malaysia,Sandakan,129,Shattering,Clearing,Shattering,YES
Malaysia,Sandakan,129,Shattering,Nibbling,Stabilizing,
Malaysia,Sandakan,130,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,131,Nibbling,Nibbling,Expanding,
Malaysia,Sandakan,132,Nibbling,Displacing,Stabilizing,
Malaysia,Sandakan,133,Expanding,Clearing,Expanding,
Malaysia,Sandakan,134,Displacing,Expanding,Displacing,
Malaysia,Sandakan,135,Expanding,Displacing,Lost,
Malaysia,Sandakan,136,Displacing,Lost,Lost,
Malaysia,Sandakan,137,Expanding,Lost,Lost,
Malaysia,Sandakan,139,Expanding,Clearing,Lost,
Malaysia,Sandakan,140,Displacing,Displacing,Lost,
Malaysia,Sandakan,141,Expanding,Clearing,Shattering,
Malaysia,Sandakan,142,Nibbling,Expanding,Displacing,YES
Malaysia,Sandakan,143,Clearing,Clearing,Clearing,YES
Malaysia,Sandakan,143,Shattering,Displacing,Stabilizing,YES
Malaysia,Sandakan,143,Shattering,Displacing,Stabilizing,YES
Malaysia,Sandakan,144,Expanding,Expanding,Nibbling,
Malaysia,Sandakan,145,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,146,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,147,Nibbling,Expanding,Expanding,YES
Malaysia,Sandakan,148,Expanding,Displacing,Expanding,
Malaysia,Sandakan,150,Displacing,Lost,Lost,
Malaysia,Sandakan,151,Displacing,Displacing,Displacing,
Malaysia,Sandakan,151,Shattering,Displacing,Expanding,
Malaysia,Sandakan,152,Nibbling,Displacing,Stabilizing,
Malaysia,Sandakan,153,Expanding,Displacing,Stabilizing,
Malaysia,Sandakan,154,Nibbling,Displacing,Nibbling,
Malaysia,Sandakan,155,Nibbling,Displacing,Stabilizing,
Malaysia,Sandakan,156,Expanding,Displacing,Stabilizing,YES
Malaysia,Sandakan,159,Displacing,Nibbling,Stabilizing,
Malaysia,Sandakan,160,Expanding,Expanding,Stabilizing,YES
Malaysia,Sandakan,161,Expanding,Nibbling,Shattering,
Malaysia,Sandakan,162,Nibbling,Expanding,Expanding,
Malaysia,Sandakan,164,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,165,Displacing,Displacing,Stabilizing,
Malaysia,Sandakan,166,Clearing,Lost,Lost,YES
Malaysia,Sandakan,167,Expanding,Displacing,Shattering,
Malaysia,Sandakan,168,Displacing,Expanding,Expanding,
Malaysia,Sandakan,169,Expanding,Nibbling,Nibbling,YES
Malaysia,Sandakan,170,Expanding,Shattering,Clearing,YES
Malaysia,Sandakan,170,Shattering,Lost,Lost,YES
Malaysia,Sandakan,170,Shattering,Lost,Lost,YES
Philippines,Basilan,11,Displacing,Lost,Lost,YES
Philippines,Basilan,19,Shattering,Clearing,Expanding,
Philippines,Basilan,19,Shattering,Nibbling,Expanding,
Philippines,Basilan,19,Shattering,Shattering,Expanding,
Philippines,Basilan,20,Displacing,Expanding,Stabilizing,
Philippines,Basilan,22,Displacing,Displacing,Expanding,
Philippines,Basilan,23,Nibbling,Nibbling,Expanding,
Philippines,Basilan,24,Nibbling,Nibbling,Expanding,
Philippines,Basilan,25,Shattering,Nibbling,Expanding,
Philippines,Basilan,25,Shattering,Nibbling,Expanding,
Philippines,Basilan,25,Shattering,Displacing,Lost,
Philippines,Basilan,25,Shattering,Lost,Lost,
Philippines,Basilan,26,Clearing,Clearing,Expanding,
Philippines,Basilan,26,Shattering,Displacing,Lost,
Philippines,Basilan,26,Shattering,Expanding,Lost,
Philippines,Basilan,26,Shattering,Lost,Lost,
Philippines,Basilan,34,Shattering,Clearing,Lost,
Philippines,Basilan,35,Shattering,Nibbling,Expanding,
Philippines,Basilan,35,Shattering,Expanding,Lost,
Philippines,Basilan,35,Shattering,Nibbling,Lost,
Philippines,Basilan,36,Expanding,Nibbling,Expanding,
Philippines,Basilan,36,Shattering,Stabilizing,Lost,
Philippines,Basilan,40,Clearing,Lost,Lost,
Philippines,Basilan,46,Displacing,Displacing,Expanding,
Philippines,Basilan,47,Shattering,Nibbling,Expanding,
Philippines,Basilan,47,Shattering,Lost,Lost,
Philippines,Basilan,49,Nibbling,Nibbling,Expanding,
Philippines,Basilan,51,Displacing,Lost,Lost,
Philippines,Basilan,52,Displacing,Shattering,Lost,
Philippines,Basilan,53,Shattering,Nibbling,Expanding,
Philippines,Basilan,53,Shattering,Clearing,Lost,
Philippines,Basilan,53,Shattering,Clearing,Lost,
Philippines,Basilan,53,Shattering,Displacing,Lost,
Philippines,Basilan,53,Shattering,Lost,Lost,
Philippines,Basilan,53,Shattering,Lost,Lost,
Philippines,Basilan,53,Shattering,Lost,Lost,
Philippines,Basilan,54,Displacing,Displacing,Expanding,
Philippines,Basilan,55,Nibbling,Stabilizing,Expanding,
Philippines,Basilan,58,Clearing,Lost,Lost,
Philippines,Basilan,59,Clearing,Lost,Lost,
Philippines,Basilan,60,Clearing,Clearing,Expanding,
Philippines,Basilan,61,Shattering,Nibbling,Expanding,
Philippines,Basilan,62,Displacing,Stabilizing,Stabilizing,
Philippines,Basilan,63,Nibbling,Nibbling,Expanding,
Philippines,Basilan,64,Displacing,Displacing,Expanding,
Philippines,Basilan,66,Displacing,Stabilizing,Nibbling,
Philippines,Basilan,67,Shattering,Expanding,Expanding,
Philippines,Basilan,67,Shattering,Lost,Lost,
Philippines,Basilan,67,Shattering,Lost,Lost,
Philippines,Basilan,68,Shattering,Expanding,Expanding,
Philippines,Basilan,68,Shattering,Lost,Lost,
Philippines,Basilan,69,Shattering,Nibbling,Lost,
Philippines,Cotabato,1,Clearing,Displacing,Clearing,
Philippines,Cotabato,2,Displacing,Clearing,Expanding,
